Date,Operator,Location,Fatalities,Aboard
1989-10-26,China Airlines (Taiwan),"Hualein, China",54,54
1989-10-27,Military - Soviet Air Force,"Petropavlovsk, USSR",36,36
1989-10-28,Aloha Island Air,"Halawa Point, Molokai, Hawaii",20,20
1989-11-09,Weasua Airtransport,"Monrovia, Liberia",2,10
1989-11-10,Military - Royal Lesotho Defence Force,"Maluti Mountains, Lesotho",18,18
1989-11-14,Air Express,"Bardufoss, Norway",4,4
1989-11-21,Aeroflot,"Near Tyumem, Russia",34,42
1989-11-23,Military - People's Army/ Military - Peoples Air Force,Albania,24,24
1989-11-25,Korean Airlines,"Seoul, South Korea",1,52
1989-11-27,AVIANCA,"Bogota, Colombia",107,107
1989-11-27,Tepper Aviation,"Near Jamba, Angola",5,5
1989-11-28,Lineas Aéreas Cave,"Charallave, Venezuela",3,7
1989-11-28,New England Airlines,"Block Island, Rhode Island",8,8
1989-12-01,Military - U.S. Army,"Patuxent, Maryland",5,5
1989-12-21,Military - Bolivian Air Force,"Near Guayaramerin, Bolivia",24,28
1990-02-05,Helicopteros Nacionales de Colombia,"Near Ibague, Colombia",15,15
1989-12-26,United Express,"Pasco, Washington",6,6
1989-12-28,Tarom,"Near Visina, Romania",7,7
1989-12-30,Air Fiordland,Milford Sound,5,5
1990-01-02,Pelita Air Service,"Java Sea, Indonesia",9,16
1990-01-13,Aeroflot,"Near Pervouralsk, Russia",27,71
1990-01-15,SANSA,"Pico Blanco, Costa Rica",23,23
1990-01-17,Federal Express,"Near Leadville, Colorado",1,1
1990-01-18,Aeroflite Services,"Ansonia, Ohio",2,2
1990-01-23,Military - Venezuelan Navy,"Near Caracas, Venezuela",25,25
1990-01-25,AVIANCA,"Cove Neck, New York",73,158
1990-01-25,Airfast Services,"Mt Rijani, Lombok Island, Indonesia",19,19
1990-01-27,Military - Congolese Air Force,"Near Kinkala, Congo",28,28
1990-01-29,Airborne Express,"Burlington, Vermont",2,2
1990-01-29,Wiggins Airways,"Plattsburg, New York",1,1
1990-02-12,TAM (Brazil),"Bauru, Brazil",2,40
1990-02-14,Indian Airlines,"Near Bangalore, India",92,146
1990-02-17,Military - Zambian Air Force,"Near Ngwerere, Zambia",29,29
1990-02-27,Federal Express,"Denver, Colorado",1,1
1990-03-01,Military - Indian Air Force,"Near Meerut, India",0,1
1990-03-05,MIAT - Mongolian Airlines,"Sukhbaata, Mongolia",30,30
1990-03-08,Sinquanon Management - Air Taxi,"Off Miami, Florida",2,3
1990-03-12,Helicsa,"Off Freetown, Sierre Leone",11,13
1990-03-21,TAN Honduras,"Las Mesitas, Honduras",3,3
1990-03-23,Cubana de Aviacion,Santiago de Cuba,4,46
1990-03-27,Aeroflot,"Kabul, Afghanistan",11,11
1990-03-27,Military - Angolan Air Force,"Near Kuito, Angola",25,25
1990-04-06,Air Taxi - Transamerica,"Juiz De Fora, Brazil",2,4
1990-04-12,Wideroe's Flyveselksap,"Off Vaeroy, Norway",5,5
1990-04-18,Aeroperlas,"Off Contadora, Panama",20,22
1990-04-20,Military - Zairean Air Force,"Near Kinshasa, Zaire",20,24
1990-04-26,MATS - Manila Aero Transport System,"Near Manila, Philippines",7,24
1990-04-30,Frontier Air,"Ship Sands Island, ON, Canada",1,4
1990-04-30,Military - Royal Air Force,"Tarbert, England",10,10
1990-05-05,Aerial Transit Company,"Guatamala City , Guatemala",3,3
1990-05-10,Avicsa,"Tuxtla-Gutierrez, Mexico",20,40
1990-05-11,Philippine Air Lines,"Manila, Philippines",8,119
1990-05-11,Air North Queensland,"Near Mt. Emerald, Qld, Australia",11,11
1990-05-11,Military - Luftwaffe,"Near Wurzburg , Germany",10,10
1990-05-18,Aerolift Philippines,"Manila, Philippines",21,21
1990-06-06,Ptarmigan Airways,"Thistle Lake, Northwest Territory, Canada",2,2
1990-06-06,TABA,"Near Altamira, Brazil",23,42
1990-06-10,British Airways,"Oxfordshire, England",0,85
1990-06-25,Air Taxi - Trail Lake Flying Service Inc.,"Aialak Bay, Alaska",5,5
1990-07-02,Air Taxi - Aero West Aviation Inc.,"Ashford, Washington",5,5
1990-07-05,Douglas Airways,"Near Port Morseby, New Guinea",8,12
1990-07-12,Eagle Air,"Off Union Island, Grenadines Islands",2,2
1990-07-27,Military - Afghan Republican Air Force,"Near Maymaneh, Afghanistan",30,30
1990-07-31,Servicio Expresso Nacional,"Near Huanuco, Peru",9,9
1990-08-01,Aeroflot,"Stepanakert, Azerbaijan, USSR",47,47
1990-08-10,Military - Afghan Republican Air Force,"Near Shindand, Afghanistan",83,83
1990-08-21,Military - Republiof China Air Force,"Yunlin, Taiwan",18,18
1990-08-27,Private - Omniflight Helicopters,"Elkhorn, Wisconsin",5,5
1992-12-14,Military - Russian Air Force,"Lata, Georgia",61,61
1990-08-29,Military - U.S. Air Force,"Near Kaiserslautern, Germany",13,17
1990-09-03,Frontier Flying Service,"Kaltag, Alaska",3,10
1990-09-11,Faucett,"Off Newfoundland, Canada",18,18
1990-09-12,Nuna Air,"Off Sondre Stromfjord, Greenland",8,8
1990-09-14,Aeroflot,"Koltsovo, Russia",4,129
1990-09-20,SUDENE,"Off Fernando de Noronha, Brazil",12,12
1990-09-24,HiTech Helicopters,"San Luis Obispo, California",4,4
1990-10-02,Iraqi Airways,"Near Kuwait City, Kuwait",130,130
1990-10-02,China Southwest Airlines / Xiamen Airlines,"Guangzhou, China",128,226
1990-10-03,Eastern Air Lines,"Cape Canaveral, Florida",1,97
1990-10-19,BAFIN,"Near Bella Vista, Bolivia",4,4
1990-10-24,Cubana de Aviacion,"Santiago de Cuba, Cuba",11,31
1990-11-11,MAP - Ministerstvo Aviatsionnoi Promyshlennosti,"Novossibirsk, Russia",9,10
1990-11-14,Alitalia,"Stadelberg, Switzerland",46,46
1990-11-18,SATENA,"Near Medellin, Colombia",16,16
1990-11-19,Aeroflot,"Near Ashkhabad, Turkmenistan, USSR",15,15
1991-02-17,Ryan International Airlines,"Cleveland, Ohio",2,2
1990-11-21,Bangkok Airways,"Koh Samui, Thailand",38,38
1990-11-25,Eitos,"Off Ravenna, Italy",13,13
1990-12-03,Northwest Airlines/ Northwest Airlines,"Romulus, Michigan",8,198
1990-12-04,Sudania Air Cargo,"Nairobi, Kenya",10,10
1990-12-06,Pelita Air Service,"Near Matak, Indonesia",10,12
1990-12-21,MarkAir Commuter,"Near False Pass, Alaska",1,1
1991-01-10,Military - Venezuelan Navy,"Near Paramo Mucuti, Venezuela",21,22
1991-01-11,Belair - Air Taxi,"Near Belo Horizonte, Brazil",5,5
1991-01-30,Merpati Nusantara Airlines,"Jalaludin, Indonesia",1,21
1991-01-31,Lockheed AC-130H Hercules,"Near Ras Al Khafji, Saudi Arabia",13,13
1991-02-01,USAir / Skywest Airlilnes,"LAX, Los Angeles, California",34,99
1991-02-05,Military - HelleniAir Force,"Near Nea Ankhialos, Greece",63,63
1991-02-07,Macon Horizons - Air Taxi,"Munford, Alabama",4,4
1991-02-13,Air Taxi - Richmor Aviation,"Aspen, Colorado",3,3
1991-02-14,Military - Ecuadorean Air Force,"Near Taisha, Ecuador",22,22
1991-02-20,LAN,"Puerto Williams, Chile",20,72
1991-03-03,United Air Lines,"Near Colorado Springs, Colorado",25,25
1991-03-05,Linea Aeropostal Venezolana,"La Puerta, Venezuela",45,45
1991-03-11,Luft-Taxi Emsland,"Hassfurt, Germany",6,7
1991-03-16,Duncan Aircraft Sales,"San Diego, CA",10,10
1991-03-16,Transafrik,"Malanje, Angola",9,9
1991-03-18,Conesul Taxi Aéreo,"Brasillia, Brazil",7,7
1991-03-18,Broward Aviation Services - Air Taxi,"Treasure Cay, Bahamas",5,5
1991-03-21,Military - Royal Saudi Air Force,"Ras-al-Mishab, Saudi Arabia",98,98
1991-03-21,Military - U.S. Navy / Military -  U.S. Navy,"Off San Diego, California",27,27
1991-03-23,Uzbek Civil Aviation Administration,"Navoi,  Uzbekistan",34,63
1991-03-25,Military - Indian Air Force,"Near Bangalore, India",28,28
1991-04-01,TropiAir - Air Taxi,"Off San Pedro, Belize",8,8
1991-04-04,Central Mountain Air Services,"Lake Thutade, Canada",6,7
1991-04-04,Private,"Marion, Pennsylvania",5,5
1991-04-05,AtlantiSoutheast Airlines,"Brunswick, Georgia",23,23
1991-04-19,Air Tahiti,"Off Nuka Hiva, French Polynesia",11,22
1991-05-05,Nile Safaris Aviation,"Near Awell, Sudan",8,8
1991-05-09,Merpati Nusantara Airlines,"Sulawesi, Indonesia",13,13
1991-05-13,Air Taxi - Air Grand Canyon Inc.,"Grand Canyon, Airzona",7,7
1991-05-15,ADES Colombia,"La Poyatta, Colombia",13,14
1991-05-23,Aeroflot,"Leningrad, USSR",13,181
1991-05-24,Metro Cargo,"Bakhtaran, Iran",4,10
1991-05-26,Lauda Air,"Near Ban Nong Rong, Thailand",223,223
1991-06-01,Agape Flight Inc.,"Off Matthewtown, Great Inagua",2,3
1991-06-10,Carib Air Transport,"Luanda, Angola",7,7
1991-06-20,Aerosucre Colombia,"Near Malambo, Colombia",2,18
1991-06-26,Aeroflot,"Gulf of Finland, Russia",10,10
1991-06-26,Okada Air,"Near Sokotu, Nigeria",4,53
1991-07-04,Helicol Colombia,"El Yopal, Colombia",3,3
1991-07-09,Aerochasqui,"Bellavista Airport, Peru",15,15
1991-07-10,L'Express Airlines,"Birmingham, Alabama",13,15
1991-07-11,Nationair (chartered by Nigeria Airways),"Jeddah, Saudi Arabia",261,261
1991-09-27,Solomon Islands Airlines,"Guadalcanal Island, Solomon Islands",15,15
1991-07-22,Jetstream Inc.,"Detroit, Michigan",3,3
1991-07-23,Air Taxi -Wilderness Aviation Inc.,"Salmon, Idaho",5,5
1991-07-25,Vanair,"Espiritu Santos, Vanuatu",9,9
1991-08-06,Avalki Air,"Rarotonga, Cook Islands",6,10
1991-08-14,Tarom,"Near Uricani, Romania",9,9
1991-08-14,Air Taxi - Haines Airways Inc.,"Gustavus, Alaska",6,6
1991-08-15,Transports Aériens de la Guinee-Bissau,,3,3
1991-08-16,Indian Airlines,"Imphal, India",69,69
1991-08-20,Temsco Airlines,"Ketchikan, Alaska",4,4
1991-08-28,Air Taxi - Bohemia Inc.,"Walton, Oregon",3,3
1991-09-03,Airtech Rajawaldi Udara,"Long Seridan, Malaysia",14,20
1991-09-03,Dirgantara Air Services,"Sampit, Indonesia",3,10
1991-09-11,Continental Express,"Near Eagle Lake, Texas",14,14
1991-09-16,Aeroflot,"Petropavlosk, USSR",13,13
1991-09-16,Lineas Aéreas Colombianas,"Baranquilla, Colombia",7,7
1991-09-17,Ethiopian Airlines,,4,4
1991-09-18,Canair Cargo,"Belvedere Center, Vermont",2,2
1991-09-23,Aeroflot,"Khatanga, Russia",1,16
1991-09-26,Aeroflot,"Off St. Petersburg, USSR",10,10
1991-09-29,CORAL Colombia,"Near Villavicencio,  Colombia",1,10
1991-10-05,Military - Indonesian Air Force,"Condet, Indonesia",134,135
1991-10-08,Deraya Air Taxi,"Katapang, Indonesia",1,9
1991-10-13,EDELCA,"Aponguao Falls, Venezuela",12,12
1991-10-25,Bali International Air Service,"Tumbang Miri, Indonesia",17,17
1991-10-25,Corporate Mobility Inc. - Private,"Vallejo, California",3,3
1991-10-30,Military - Royal Canadian Air Force,"Near Point Alert, Ellesmere Island, NWT,Canada",5,18
1991-11-01,Military - Azerbaijan Air Force,"Near Karakent, USSR",40,40
1991-11-07,Aeroflot,"Makhackala, Russia",51,51
1991-11-11,Nordeste Linhas Aereas,"Recife, Brazil",15,15
1991-11-16,Baron Aviation,"Off Destin, Florida",1,1
1991-11-16,Aeroflot,"Anderma, Russia",20,20
1991-11-20,Military - Soviet Air Force,"Nagoro-Karabak, USSR",23,23
1991-11-20,Air Taxi - Airis Helicopters Inc.,"Davis, California",3,3
1991-11-21,Azerbaijani Airlines,"Khodzhavend, Russia",20,20
1991-11-25,STASA,"Sena, Mozambique",1,3
1991-11-26,Tartarstan Airlines,"Near Bugulma, Russia",41,41
1991-11-29,Military - Força Aérea Brasileira,"Guaratingueta AB, Brazil",20,20
1991-12-10,Las Vegas Airlines,"Near  Las Vegas, Nevada",5,5
1991-12-11,Bruno Air,"Rome, Georgia",9,9
1991-12-22,ClassiWings,"Heidelberg, Germany",27,30
1991-12-27,Scandinavian Airlines (SAS),"Stockholm, Sweden",0,129
1991-12-27,Eagle Aviation,"Massai Marra, Kenya",5,5
1991-12-29,China Airlines (Taiwan),"Wanli, Taiwan",5,5
1992-01-03,Commutair,"Gabriels, New York",2,4
1992-01-13,Air Taxi - Air Vegas Inc.,"Temple Bar, Arizona",2,5
1992-01-20,Air Inter,"Mt. Saint-Odile, near Strasbourg, France",87,96
1992-01-27,Air Rainbow,"Nanaimo, British Columbia, Canada",7,9
1992-01-28,Military - Azerbaijan Air Force,"Near Stepanakert, Azerbaijan",47,47
1992-02-03,Nordeste Linhas Aéreas,"Caetite, Brazil",12,12
1992-02-06,Military - U.S. Air Force,"Evansville, Indiana",5,5
1992-02-09,Gambcrest,"Near Kafountine, Senegal",30,56
1992-02-15,ATI,"Toledo, Ohio",3,4
1992-02-20,Aerolineas Argentinas,En route from Argentina  to  California,1,0
1992-03-02,Frigorifico Santa Rita,"Beni, Bolivia",5,5
1992-03-12,Lina Congo,"Etsouali, Congo",3,8
1992-03-12,CC Air,"Knotsville, Tennessee",2,2
1992-03-22,USAir,"La Guardia Airport, New York, New York",27,51
1992-03-22,Aeroflot,"Near Yakutia, Russia",10,10
1992-03-24,Golden Star Air Cargo,"Athens, Greece",7,7
1992-04-04,Kamchatavia,"Near Baykovo, Russia",1,12
1992-04-07,Air Bissau,"Near Sarra, Libya",3,13
1992-04-10,Taiwan Airlines,"Off Orchid Island, Taiwan",7,10
1992-04-15,Talair,"Near Goroka, Papua New Guinea",11,15
1992-04-16,Military - Kenyan Air Force,"Nairobi, Kenya",46,46
1992-04-17,Air Taxi - Basco Flying Service Inc.,"Hamburg, Pennsylvania",4,4
1992-04-22,Perris Valley Aviation,"Perris Valley, California",16,22
1992-04-22,SceniAir Tours,"Mt. Haleakala, Hawaii",9,9
1992-04-26,Saha Airline Services,"Saveh, Iran",39,39
1992-04-28,Military - U.S. Air Force,"Blewett Falls Lake, North Carolina",9,9
1992-06-06,COPA (Panama),"Tucuti, Panama",47,47
1992-06-07,American Eagle,"Mayaguez, Puerto Rico",5,5
1992-06-08,GP Express Airlines,"Anniston, Alabama",3,6
1992-06-12,Jet Charter Group,"Sheboygan Falls, Wisconson",2,2
1992-06-19,Air taxi,"Canbera, ACT, Australia",6,6
1992-06-19,Adventure Airlines,"Meadview, Arizona",10,10
1992-06-22,VASP,"Cruzeiro do Sul, Brazil",3,3
1992-06-22,Krasnoyarskavia,"Norlisk, Russia",10,12
1992-06-28,Caribbean Air Carrier - Air Taxi,"St. Thomas, Virgin Islands",4,4
1992-07-05,Military - Sri Lanka Air Force,"Near Iyakochchi, Sri Lanka",19,19
1992-07-13,ArctiCircle Air Service,"Bethel, Alaska",1,1
1992-07-14,Military - Russian Air Force,"Near Nakhichevan, Azerbaijan",29,34
1992-07-14,Military - Unified Yemen Air Force,"Near Bir Fadl, Yemen",57,57
1992-07-20,Georgian Air,"Tbilisi, Georgia",24,24
1992-07-24,Mandala Airlines,"Mt. Lalaboy,  Indonesia",70,70
1992-07-24,Volga-Dnepr Airlines,"Near Skopje, Macedonia",8,8
1992-07-27,Aero Eslava,"Near Mexico City, Mexico",4,4
1992-07-28,Crasa - Air Taxi,"Iguape, Brazil",6,6
1992-07-29,Air Taxi - Western Helicopter Inc.,"Adjuntas, Puerto Rico",4,4
1992-09-28,Pakistan International Airlines,"Near  Kathmandu, Nepal",167,167
1992-07-30,Trans World Airlines,"JFK Airport, New York, New York",0,292
1992-07-31,Thai Airways,"Near Kathmandu, Nepal",113,113
1992-07-31,China General Aviation Corporation,"Nanjing, Jiangsu, China",108,126
1992-08-21,Servicios Aereos Santa Ana,"Colorado, Bolivia",10,10
1992-08-25,Lone Star Airlines,"Hot Springs, Arizona",3,3
1992-08-27,Aeroflot,"Near Ivanovo, Russia",84,84
1992-08-27,NewCal Aviation,"Gimli, Manitoba, Canada",3,3
1992-08-27,Military - Salvadorian Air Force,El Salvador,12,14
1992-08-27,Military - Peruvian Air Force - TANS,"Near Iquitos, Peru",8,41
1992-08-31,Professional Aviation Services,"Jamba, Angola",3,17
1992-09-07,EXA Inc.,"Hinckley, Illinois",12,12
1992-09-10,Expresso Aéreo,"Bellavista, Peru",1,43
1992-09-12,Kamchatavia,"Kozyrevsk, Russia",10,14
1992-09-16,Air Taxi - Hawaii Helicopters Inc.,"Hana, Hawaii",7,7
1992-09-18,Aero Ejecutivos,"Off Curacao, Netherlands Antilles",3,3
1992-09-19,Avesca Colombia,"Bogota, Colombia",11,11
1992-09-21,Yakutavia,"Near Kular, Russia",10,10
1992-09-26,Military - Federal Nigerian Air Force,"Near Lagos, Nigeria",158,158
1992-10-04,El Al,"Amsterdam, Netherlands",4,4
1992-10-07,Miltiary - U.S. Airforce,"Berkeley Springs, West Virginia",6,6
1992-10-08,Wuhan Airlines,"Near Dingxi, China",14,35
1992-10-09,Kiev Production Association,"Mogadiscio, Somalia",1,13
1992-10-18,Merpati Nusantara Airlines,"Near Garut, Jawa, Indonesia",31,31
1992-10-19,Syktyvkar Avia,"Near Usti Nem, Russia",15,16
1992-10-21,Military - Peruvian Air Force,"Near Lake Caballochoa, Peru",8,11
1992-10-29,Aeroflot,"Chita, Russia",13,14
1992-10-31,Air Taxi - Alpine Aviation,"Grand Junction, Colorado",3,3
1992-11-08,Air Taxi - Baker Aviation Inc.,"Kiana, Alaska",3,3
1992-11-11,Military - Russian Air Force,"Near Tver, Russia",33,33
1992-11-11,Military - Indian Air Force,"Off Bombay, India",20,20
1992-11-14,Vietnam Airlines,"Near Nha Trang, Vietnam",30,31
1992-11-15,Aerocaribbean - Charter,"Near Porto Plata, Dominican Republic",34,34
1992-11-19,Air Taxi - Wilderness Aviation Inc.,"Elk City, Idaho",3,3
1992-11-24,China Southern Airlines,"Near Liutang, Guangxi, China",141,141
1992-11-30,Military - U.S. Air Force / Military - U.S. Air Force,"Near Harlem, Montana",13,13
1992-12-09,Aero Sudpacifico,"Uruapan, Mexico",9,9
1992-12-13,Scibe Airlift Cargo Zaire,"Goma, Congo",37,37
1992-12-21,Martinair Holland NV,"Faro, Algarve, Portugal",56,340
1992-12-22,Libya Arab Airlines / Military -  Libya Air Force,"Tripoli, Libya",157,157
1993-01-03,Air Taxi - South Coast Helicopters Inc.,"Ofden, Utah",4,4
1993-01-06,Lufthansa Cityline,"Paris, France",4,23
1993-01-09,Bouraq Indonesia Airlines,"Surabaya, Indonesia",17,44
1993-01-13,Titan Airways,"Sellafield, England",2,2
1993-01-14,Central Mountain Air Services,"Near Bronson Creek, British Colombia, Canada",2,2
1993-01-27,Trans Service Airlift,"Kinshasa, DemocratiRepubliCongo",3,21
1993-01-31,Pan Malaysian Air Transport,"Sumatra, Indonesia",16,16
1993-02-08,Iran Air Tours  /  Military - Iranian Air Force,"Near Tehran, Iran",133,133
1993-02-10,Military - Afghan Republican Air Force,"Near Daraim, Afghanistan",30,30
1993-02-20,Cargo Three Panama,"Bogota, Colombia",2,2
1993-02-28,Formosa Airlines,"Off Green Island, Taiwan",6,6
1993-03-05,Palair Macedonian,"Skopje, Macedonia",83,97
1993-03-14,Air Taxi - Guinn Flying Service,"Grants, New Mexico",4,4
1993-03-19,West Aviation,"Dagali, Norway",3,10
1993-03-23,Oeste Linhas Aereas,"Near Tangara de Serra, Brazil",6,6
1993-03-31,Japan Air Lines,"Anchorage, Alaska",0,5
1993-04-01,Private,"Blountville, Tennesee",4,4
1993-04-01,Air Taxi - Sea PacifiInc.,"Aspen, Colorado",3,4
1993-04-02,Linea Aeropostal Venezolana,"Off Margarita Island, Venezuela",11,11
1993-04-06,China Eastern Airlines,"950 nm S of  Shemya, Alaska",2,264
1993-04-19,Private,"Zwingle, Iowa",8,8
1993-04-23,MIAT - Mongolian Airlines,"Zavnah, Mongolia",40,40
1993-04-26,Indian Airlines,"Aurangabad, India",56,118
1993-04-27,Military - Afghan Republican Air Force,"Near Kholm, Afghanistan",76,76
1993-04-27,Military - Zambian Air Force,"Off  Libreville, Gambia",30,30
1993-04-28,GP Express Airlines,"Shelton, Nebraska",2,2
1993-05-11,Fiji Air,"Suva, Fiji",2,2
1993-05-15,Carga del Caribe,"Near Cancun, Mexico",3,5
1993-05-19,SAM Colombia,"Near Medellin, Colombia",132,132
1993-06-06,Aerotaca,"El Yopal, Colombia",2,2
1993-06-07,Sasco Air Lines,"Near Ariab, Sudan",11,11
1993-06-09,Southwest Air,"Gulgubip, Papua New Guinea",9,11
1993-06-16,Merpati Nasantara Airlines,"Nabire, Indonesia",1,3
1993-06-17,Tajikistan Airlines,"Near Tbilisi, Georgia",40,40
1993-07-01,Merpati Nusantara Airlines,"Sorong, Irian Jaya, Indonesia",41,43
1993-07-06,Military - Georgian Air Force,"Near Ochamchire, Georgia",23,23
1993-07-12,Hyannis Air Service - Air Taxi,"Las Vegas, Nevada",3,3
1993-07-12,Private,"Talladega, Alabama",1,2
1993-07-23,China Northwest Airlines,"Yinchuan, China",55,113
1993-07-26,Asiana Airlines,"Haenam, South Korea",68,110
1993-07-30,Hornbill Airways,"Serawak, Malaysia",1,17
1993-07-31,Everest Air,"Devghat, Nepal",19,19
1993-08-07,Air Taxi - Air Medical Leasing,"Augusta, Georgia",4,4
1993-08-18,American International Airways,"Leeward Point Airfield, Guantanamo Bay, Cuba",0,3
1993-08-26,Sakha Airlines,"Near Aldan, Russia",24,24
1993-08-28,Tajikistan Airlines,"Khorag, Tajikistan",82,86
1993-09-14,Lufthansa,"Warsaw, Poland",2,70
1993-09-21,Transair Georgia Airlines,"Sukhumi, Georgia",27,27
1993-09-22,Transair Georgia Airlines,"Sukhumi, Georgia",106,132
1993-09-23,Transair Georgia Airlines,"Sukhumi,  Georgia",1,30
1993-10-04,Military - Georgian Air Force,"Near Svanetia, Georgia",60,60
1993-10-25,Hibiscus Air,"Franz Josef Glacier, New Zealand",9,9
1993-10-26,China Eastern Airlines,"Fuzhou, China",2,80
1993-10-27,Wideroe's Flyveselksap,"Near Namsos, Norway",7,20
1993-11-06,Roadrunner Airlines,"Greensburg, Indiana",5,5
1993-11-10,Air Manitoba,"Sandy Lake, Canada",7,7
1993-11-13,China Northern Airlines,"Urumqi, China",12,102
1993-11-15,Magistralnye Avialinii,"Near Kerman, Iran",17,17
1993-11-20,Aviaimpex (Macedonia),"Near Ohrid, Macedonia",116,116
1993-11-21,Aerovias de Guatemala SA,"Near Palencia, Guatemala",13,13
1993-12-01,Express Airlines - Northwest Airlink,"Hibbing, Minnesota",18,18
1993-12-03,ArctiWings & Rotors,"Tuktoyaktuk, NWT, Canada",7,7
1993-12-09,Air Senegal / Gambia Airways,"Off Dakar, Senegal",3,3
1993-12-13,Lao Aviation,"Phonesavanh, Laos",18,18
1993-12-15,Military - Philippine Air Force,"Near Naga, Philippines",29,29
1993-12-15,Air Taxi - Martin Aviation LP,"Santa Ana, California",5,5
1993-12-26,Kuban Airlines,"Gyumri, Armenia",36,36
1994-01-03,Baikal Air,"Near Irrupts, Siberia, Russia",124,124
1994-10-02,Seaview Aviation,"Off Lord Howe Island, NWSW, Australia",9,9
1994-01-05,Kimura International,"Okeechobee, Florida",10,10
1994-01-07,AtlantiCoast Airlines (United Express),"Columbus, Ohio",5,8
1994-01-18,Scibe Airlift Cargo Zaire,"Kinshasa, DemocratiRepubliCongo",2,2
1994-02-24,North Western Air Transport,"Nalchik, Russia",13,13
1994-02-25,Expresso Aéreo,"Near Carpish, Peru",31,31
1994-02-25,British World Airways,"East Midlands, England",1,2
1994-03-02,Continental Airlines,"New York, New York",0,116
1994-03-08,Sahara,"New Delhi, India",4,4
1994-03-09,Jetcraft,"Near Tamworth,  Australia",1,1
1994-03-14,Military - U.S. Air Force,"Off Malindi, Kenya",8,8
1994-03-17,Military - Iranian Air Force,Near Nag,32,32
1994-03-18,Salair,"Spokane, Washington",2,2
1994-03-18,Chalk's International Airlines,"Key West, Florida",2,2
1994-03-21,Aurukun Air Services,"Weipa, Australia",6,6
1994-03-23,Orion - Air Taxi,"Near Bogota, Colombia",4,4
1994-06-02,Military - Royal Air Force,"Near Campbeltown, Scotland",29,29
1994-03-23,Aeroflot Russian International Airways,"Near Mezhdurechensk, Russia",75,75
1994-03-23,Military - U.S. Air Force / Military U.S. Air Force,"Near Fayetteville, North Carolina",0,7
1994-04-03,Air Taxi - El Aero Services Inc.,"Lamoille, Nevada",5,5
1994-04-04,KLM Cityhopper,"Amsterdam, Netherlands",3,24
1994-04-06,TAME,"Ambato, Ecuador",17,17
1994-04-06,Rwanda Government,"Kigali, Rwanda",12,12
1994-04-14,Military - U.S. Army / Military U.S. Army,Northern Iraq,26,26
1994-04-25,Dirgantara Air Services,"Nanga Pinoh, Indonesia",11,11
1994-04-26,China Airlines (Taiwan),"Near Komaki, Aichi, Japan",264,271
1994-04-27,Action Airlines,"Stratford, Connecticut",8,9
1994-04-29,Lineas Aereas de los Libertadores,"Near El Rosa, Colombia",8,9
1994-05-07,Rico Taxi Aero,"Sao Gabriel, Brazil",8,16
1994-05-23,Arall,"Loma Linda, Colombia",4,11
1994-05-28,Transoriente Colombia,"Near Villavicencio, Colombia",7,29
1994-08-07,Air Taxi - Uyak Air Services Inc.,"Kodiak, Alaska",6,7
1994-06-06,China Northwest Airlines,"Near Xi'an, China",160,160
1994-06-13,Aerolineas Cuahonte,"Near Uruapan, Mexico",9,9
1994-06-18,TAESA,"Chantilly, Virginia",12,12
1994-06-18,Merpati Nusantara Airlines,"Mt.  Kalora, Indonesia",12,12
1994-06-22,Air Taxi - Sun Western Flyers Inc.,"Jeneau, Alaska",9,10
1994-06-26,Air Ivorie,"Abidjan, Ivory Coast",17,17
1994-06-29,Military - Dostum-Galboddin Militia,"Near Logar, Afghanistan",50,70
1994-06-30,Airbus Industrie,"Toulouse-Blagnac, France",7,7
1994-07-01,Air Mauritanie,"Near Tidjika, Mauritania",80,93
1994-07-02,USAir,"Charlotte, North Carolina",37,57
1994-07-11,Air Taxi - Peninsula Airways,"Portage Creek, Alaska",3,3
1994-07-14,Air Taxi - Papillion Helicopters Ltd.,"Hanalei, Hawaii",3,7
1994-07-17,Air Martinique,"Near Fort de France, Martinique",6,6
1994-07-17,Sankuru Air Service,"Boma, DemocratiRepubliCongo",5,9
1994-07-19,Alas Chiricanas,"Colon, Panama",21,21
1994-07-26,Airfast Services,"East Kalimantan, Indonesia",18,18
1994-08-05,Military - Russian Air Force,"Near Boda, Russia",47,47
1994-08-10,Korean Airlines,"Cheju, South Korea",0,160
1994-08-11,Air Taxi - Talon Air Services Inc.,"Alsworth, Alaska",3,3
1994-08-12,Air Taxi - National Helicopters,"Whiting, New Jersey",3,3
1994-08-14,Air Taxi - Lake Clark Air Inc.,"Kenai, Alaska",3,4
1994-08-21,Royal Air Maroc,"Near Agadir, Morocco",44,44
1994-09-08,USAir,"Near Aliquippa, Pennsylvania",132,132
1994-09-13,Aerocontroctors - Charter,"Near Abuja, Nigeria",3,5
1994-09-17,PacifiCoastal Airlines,"Fish Egg Inlet, Canada",3,4
1994-09-18,Oriental Airlines,"Tamanrasset, Algeria",5,39
1994-09-23,Heavylift Cargo Airlines,"Kowloon Bay, Hong Kong",6,12
1994-09-26,Cheremshanka Airlines,"Near Vanavera, Russia",28,28
1994-09-28,TAM Paraguay,"Bahia Negra, Paraguay",1,27
1994-09-29,Radeair,"Buenos Aires, Brazil",8,9
1994-09-30,Arsenyev Aviation Production Association,"Chaibukha, Russia",8,20
1994-12-15,SL Aviation Services,"Lobito, Angola",2,2
